branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
Senate,107,0.35600000000000004,43,2002-05-13,Mrs. HUTCHISON.,2002,not mani year ago flight attend stewardess could fire get marri becom pregnant,"Not too many years ago, a  flight  attendant,  or  ‘‘stewardess’’,  could be fired for getting married or  becoming  pregnant","Not too many years ago, a  flight  attendant,  or  ‘‘stewardess’’,  could be fired for getting married or  becoming  pregnant"
,98,-0.502,679,18,Mr. MARKEY.,1983,three gener factor emerg chang perspect move discuss differ plane, Three  general  factors  have  emerged to change the perspective and to  move  the discussion  to a different plane, Three  general  factors  have  emerged to change the perspective and to  move  the discussion  to a different plane
,104,-0.21100000000000002,1189,1,Mr. POSHARD.,1996,gore current nine grandchildren three great grandchildren expect two new addit near futur," Gore currently has nine grandchildren and  three great grandchildren, with the expectation  of two new additions in the near future"," Gore currently has nine grandchildren and  three great grandchildren, with the expectation  of two new additions in the near future"
Senate,109,-0.446,150,2005-04-21,Mr. CORZINE.,2005,point fund could withdrawn accord roth ira guidelin either higher educ purchas home,"At that  point, funds could be withdrawn, according to Roth IRA guidelines, either  for higher education or for the purchase of a home","At that  point, funds could be withdrawn, according to Roth IRA guidelines, either  for higher education or for the purchase of a home"
Senate,98,0.24100000000000002,1122,13,Mr. ABDNOR.,1983,ensur domest intern econom polici would fulli consist int grate presid direct name secretari treasuri sig iep addit role chair man pro tempor cabinet council econom affair,"To ensure  that domestic and  international economic  policies would be fully consistent and inte grated, the President's directive named the  Secretary of the Treasury as chairman of  the SIG-IEP in addition to his role as chair man pro tempore of the Cabinet Council on  Economic Affairs","To ensure  that domestic and  international economic  policies would be fully consistent and inte grated, the President's directive named the  Secretary of the Treasury as chairman of  the SIG-IEP in addition to his role as chair man pro tempore of the Cabinet Council on  Economic Affairs"
,97,-0.174,1045,3,Mr. YATRON.,1982,field group aviat join togeth jointli aircraft, It was at  this field  that a  group of aviators  joined together to  jointly own an aircraft, It was at  this field  that a  group of aviators  joined together to  jointly own an aircraft
House,103,0.23600000000000002,994,1,Mr. MYERS of Indiana.,1994,madam thank gentleman yield time," Madam  Chairman, I  thank the gentleman for  yielding me this time"," Madam  Chairman, I  thank the gentleman for  yielding me this time"
Senate,93,-0.18,1272,22,Mr. LONG.,1974,case particular way issu resolv reflect fact abl give studi,"In most  cases, the particular way in which the  issues were resolved reflects the fact that  we were able to give more study to them","In most  cases, the particular way in which the  issues were resolved reflects the fact that  we were able to give more study to them"
,99,0.3,232,22,Mr. KEMP.,1985,interpret news dr, I interpret the news about Dr, I interpret the news about Dr
,106,0.6459999999999999,13,2000-09-26,Mr. SENSENBRENNER.,2000,ten american courag complet first human explor lunar surfac accompani five command modul pilot apollo charl j,"(2) Between 1969 and 1972, ten other Americans  courageously  completed  the  first human exploration of the lunar surface, accompanied by five command module pilots: (A) Apollo 12—Charles J","(2) Between 1969 and 1972, ten other Americans  courageously  completed  the  first human exploration of the lunar surface, accompanied by five command module pilots: (A) Apollo 12—Charles J"
,103,-0.07,582,2,Mr. JACOBS.,1993,meyer arti cle cigarett centuri decemb american heritag illumin like light ning flash fact much america hid eousli costli heal th care crisi caus unwis behavior associ eat drink drive sex alcohol drug vio lenc especi smoke,"Meyer's arti cle  ""Cigarette Century""  in  the December  American Heritage, illuminates like a light ning flash this fact: much of America's hid eously costly heal th care crisis is caused by  unwise  behavior  associated with  eating,  drinking, driving, sex, alcohol, drugs, vio lence and, especially, smoking","Meyer's arti cle  ""Cigarette Century""  in  the December  American Heritage, illuminates like a light ning flash this fact: much of America's hid eously costly heal th care crisis is caused by  unwise  behavior  associated with  eating,  drinking, driving, sex, alcohol, drugs, vio lence and, especially, smoking"
,110,-0.606,93,2007-01-05,Ms. SCHAKOWSKY.,2007,presid left us, The President left the U.S, The President left the U.S
,107,0.494,123,2002-07-09,Mr. CRAIG.,2002,countri decid not multipl repositori singl one larg polit,"Our country decided not  to have multiple repositories, but a  single one, largely because of the politics of it","Our country decided not  to have multiple repositories, but a  single one, largely because of the politics of it"
Senate,109,0.409,183,2006-07-25,Mr. GRAHAM.,2006,presid pleas support nomin,"President, I am  very pleased to support the nomination  VerDate Aug 31 2005  03:17 Jul 26, 2006 Jkt 049060 PO 00000 Frm 00012 Fmt 4624 Sfmt 0634 E:\CR\FM\G25JY6.027 S25JYPT1 E T A N E S h t i w 4 6 C P 1 D O R P n o y r r e h c y         ","President, I am  very pleased to support the nomination  "
House,101,-0.40700000000000003,811,12,Mr. BROOKS.,1989,ever still sever area controv sy need resolv,"How ever, there are still several areas of controver sy that need to be resolved","How ever, there are still several areas of controver sy that need to be resolved"
House,107,-0.41600000000000004,2,2002-03-12,Mr. GEPHARDT.,2002,today march not discuss surplu,"So where are we today, March 12, 2002? We are not discussing what to do with the surplus","So where are we today, March 12, 2002? We are not discussing what to do with the surplus"
Senate,102,0.687,155,23,Mr. SYMMS.,1992,chuck howarth,Chuck Howarth,Chuck Howarth
House,97,-0.153,974,7,Mr. HUGHES.,1982,one need go monetari sum use de tention peopl, One need only go  to the monetary  sums that are used each year for de tention of people, One need only go  to the monetary  sums that are used each year for de tention of people
Senate,108,-0.45,87,2004-07-06,Mrs. BOXER.,2004,corpor sala baldwin park ca,"Corporal Salas was  from Baldwin Park, CA","Corporal Salas was  from Baldwin Park, CA"
House,99,-0.359,316,6,Mrs. BOGGS.,1986,singl sinc con gress appropri suffici fund pro vide hous unit,"In no single year since then has Con gress appropriated sufficient funds to pro vide more than 30,000 such housing units","In no single year since then has Con gress appropriated sufficient funds to pro vide more than 30,000 such housing units"
House,97,0.09699999999999999,152,14,Mr. MITCHELL of New York.,1982,believ uniti strength,We  believe  that  in  unity there is strength,We  believe  that  in  unity there is strength
,94,-0.514,519,20,Mr. RANGEL.,1976,cost live cost live everyon know fought newest effort involv system voluntari price investig begin work pilot basi manchest st," COST OF LIVING  On the cost of living, everyone knows how  we fought and our newest effort involves a  system of voluntary price investigators who  will begin work on a pilot basis in Manchester  and St"," COST OF LIVING  On the cost of living, everyone knows how  we fought and our newest effort involves a  system of voluntary price investigators who  will begin work on a pilot basis in Manchester  and St"
,107,0.5539999999999999,1,2002-03-05,Mr. STEARNS.,2002,thursday hous committe veteran affair committe arm servic consid resourc share two agenc,"This Thursday,  the House Committee on Veterans’ Affairs and the Committee on Armed Services will again consider resource sharing between the two agencies","This Thursday,  the House Committee on Veterans’ Affairs and the Committee on Armed Services will again consider resource sharing between the two agencies"
